paperid,institutionid,authorids,year
W4386192814,I172901346,['A5057206369' 'A5002042742' 'A5014084714' 'A5092700594'],2023
W4328052209,I172901346,['A5110462857'],2023
W4282821513,I172901346,['A5038667261'],2022
W4282944915,I172901346,['A5039213005' 'A5114021446' 'A5040460615'],2022
W4380291041,I172901346,['A5082868304' 'A5070298132' 'A5075781814'],2023
W3123973897,I172901346,['A5054541891'],2021
W3162934407,I172901346,['A5045953914'],2021
W3170778119,I172901346,['A5047987126' 'A5067647492' 'A5036692508' 'A5039223793'],2021
W2352422088,I172901346,['A5063008612'],2016
W3111756028,I172901346,['A5015483193' 'A5073624088'],2020
W3111885163,I172901346,['A5055163822' 'A5070474329'],2020
W3132214238,I172901346,['A5079501399'],2021
W3170364085,I172901346,['A5000265585' 'A5056320794' 'A5071018196'],2021
W3195706908,I172901346,['A5048942945'],2021
W3200326734,I172901346,['A5061944308'],2021
W4220771218,I172901346,['A5049458503' 'A5051728030' 'A5068847009'],2022
W4239182639,I172901346,['A5077693451'],2021
W4299579613,I172901346,"['A5023796208' 'A5087095070' 'A5036345973' 'A5018660742' 'A5085122126'
 'A5075599103']",2018
W3167923779,I172901346,['A5087422907'],2021
W4206527733,I172901346,['A5058655847'],2022
W4213176096,I172901346,['A5042724417' 'A5009116001' 'A5076765056'],2022
W2519858397,I172901346,['A5113588237' 'A5087422765'],2016
W2592103308,I172901346,['A5013221427'],2017
W2742266312,I172901346,['A5029837553' 'A5068997781'],2017
W2755682769,I172901346,['A5040868829' 'A5018028374'],2017
W2766252180,I172901346,['A5047167394'],2017
W2789604527,I172901346,['A5025926994' 'A5064697828'],2018
W2793369261,I172901346,['A5041528511' 'A5075227497'],2016
W2923590152,I172901346,['A5053135866'],2019
W2413694374,I172901346,['A5013168664' 'A5057563199' 'A5059753807'],2016
W2763938719,I172901346,"['A5110256046' 'A5023769436' 'A5032527903' 'A5076640586' 'A5109596561'
 'A5022435647']",2017
W2911232556,I172901346,['A5071347106' 'A5034192935'],2019
W3019818547,I172901346,['A5077978518'],2020
W4200222287,I172901346,['A5055325745' 'A5008755808' 'A5004377067'],2021
W4283452729,I172901346,['A5020095041' 'A5080573307'],2022
W1766032268,I172901346,['A5020599127' 'A5034256845' 'A5086763569'],2015
W2179040449,I172901346,['A5017803331' 'A5072347590' 'A5068983966'],2015
W2286093844,I172901346,['A5073129203' 'A5044046995'],2016
W3029310840,I172901346,['A5016425865'],2020
W2890915130,I172901346,['A5109478895' 'A5052173646'],2018
W2995252407,I172901346,['A5015597812' 'A5087718829' 'A5083226407'],2019
W2892261218,I172901346,['A5109691848' 'A5088598560'],2018
W2300616925,I172901346,['A5107854568' 'A5044379582' 'A5008706280' 'A5069875761'],2015
W4297819460,I172901346,['A5088592518'],2022
W3134474789,I172901346,['A5109611782' 'A5090546466'],2021
W4286266565,I172901346,['A5014371204'],2022
W4320724784,I172901346,['A5073415745'],2023
W2584109573,I172901346,['A5111488590' 'A5103630736' 'A5048770752' 'A5085227127'],2017
W2991556582,I172901346,['A5041753758'],2020
W4200360464,I172901346,['A5048182180' 'A5065111816' 'A5032882074' 'A5061814184' 'A5055700936'],2021
W3207189043,I172901346,['A5054002352' 'A5069508961'],2021
W4294739790,I172901346,['A5074738902' 'A5036291084' 'A5066511980'],2022
W4367318937,I172901346,['A5002019529' 'A5038889331' 'A5043697320' 'A5055476092'],2023
W2806291498,I172901346,['A5076167038'],2018
W2971376924,I172901346,['A5068515050'],2019
W4243764472,I172901346,['A5089905492' 'A5043447366'],2018
W4289333733,I172901346,['A5019647516'],2022
W4399437590,I172901346,['A5093448714' 'A5099050043' 'A5056320794'],2024
W117791498,I172901346,['A5031215099'],2015
W2919607805,I172901346,['A5006686816' 'A5077153724' 'A5023443648'],2019
W3134352014,I172901346,"['A5019163266' 'A5038858265' 'A5075774311' 'A5109491395' 'A5026342215'
 'A5012022195' 'A5030895995' 'A5060107728' 'A5082993256' 'A5025927694']",2020
W4200228330,I172901346,['A5076833493' 'A5046033176'],2021
W4323850457,I172901346,"['A5049397410' 'A5071347106' 'A5029775317' 'A5081137459' 'A5091432901'
 'A5009867732']",2023
W3181349141,I172901346,['A5054101127' 'A5088030419' 'A5059431786'],2015
W3183326720,I172901346,['A5079889148'],2021
W3187497770,I172901346,['A5043229769'],2021
W3193504568,I172901346,['A5039813031'],2016
W2009495356,I172901346,['A5015779508' 'A5068323267'],2015
W2492979133,I172901346,['A5022829824' 'A5027245971' 'A5112586149'],2016
W4254164112,I172901346,['A5021994565'],2016
W4285195102,I172901346,['A5030629766'],2022
W2275975441,I172901346,['A5026222001'],2015
W2326259288,I172901346,['A5053087981'],2015
W2563257326,I172901346,['A5006629535' 'A5090027546' 'A5075766155'],2016
W3106982307,I172901346,['A5062905466' 'A5081154313' 'A5084120898'],2020
W3150771008,I172901346,['A5029547088' 'A5035865828'],2018
W3183369735,I172901346,['A5056517324' 'A5065974941' 'A5035129369' 'A5074385712' 'A5005021202'],2021
W3194415057,I172901346,['A5087544193'],2021
W2979644545,I172901346,['A5072234750' 'A5031738336'],2019
W3001760655,I172901346,['A5025927694' 'A5066700628' 'A5041861252' 'A5024412068' 'A5020845045'],2020
W3004739739,I172901346,['A5039053657' 'A5068492284'],2019
W2887293504,I172901346,"['A5086194186' 'A5077661835' 'A5112328808' 'A5063326851' 'A5032223535'
 'A5084998742' 'A5055710016' 'A5043596715' 'A5050468948']",2018
W2217669920,I172901346,['A5051639260' 'A5115600554' 'A5027456501' 'A5024598778' 'A5014082336'],2015
W4241394864,I172901346,['A5004329699' 'A5040837407'],2019
W2916847664,I172901346,['A5001115050' 'A5071424621' 'A5049468217'],2019
W2565596952,I172901346,['A5022688320' 'A5016802820' 'A5034052443'],2016
W2750203049,I172901346,['A5073098819' 'A5008009747' 'A5028988671' 'A5089372593'],2017
W3015257895,I172901346,['A5063649629'],2020
W3026187714,I172901346,['A5109691848' 'A5088598560' 'A5025571888'],2020
W2544354611,I172901346,['A5072894139' 'A5083624875'],2017
W2762559527,I172901346,['A5025222169'],2017
W4393243307,I172901346,['A5080696947'],2023
W2184455332,I172901346,['A5043450841' 'A5003180256'],2015
W2754747073,I172901346,['A5103220566' 'A5083501821' 'A5059654454' 'A5025217016'],2017
W2757915347,I172901346,['A5080151301'],2017
W2766370598,I172901346,['A5041123888'],2017
W2916518262,I172901346,['A5012238240' 'A5006441078' 'A5034701402'],2019
W2936682828,I172901346,['A5062635121'],2019
W2942432354,I172901346,['A5058082140'],2019
W2949029203,I172901346,['A5048942945'],2019
W4200277642,I172901346,['A5039978643' 'A5025516565'],2021
W4399108922,I172901346,['A5013893262' 'A5090867863'],2024
W4404691166,I172901346,['A5087158986' 'A5079122834' 'A5088815615' 'A5067553948'],2024
W3119549240,I172901346,['A5035331593'],2018
W3132246303,I172901346,['A5043077089'],2021
W3175906625,I172901346,['A5001636398'],2021
W3177509211,I172901346,['A5000222885' 'A5040457452' 'A5062491032'],2021
W3197742618,I172901346,['A5069499661'],2021
W3201293077,I172901346,['A5056320794' 'A5000265585'],2021
W3209626120,I172901346,['A5026191193'],2021
W3211289734,I172901346,['A5021059009'],2021
W4220889123,I172901346,['A5011294900'],2022
W2933357528,I172901346,['A5063649629'],2019
W2511531864,I172901346,['A5110440204'],2016
W2182213416,I172901346,['A5047167394' 'A5078230759' 'A5011667039'],2015
W2493834997,I172901346,['A5030629766'],2016
W2617259128,I172901346,['A5022111076'],2017
W3004904326,I172901346,['A5010877927'],2020
W1657522332,I172901346,['A5091637095' 'A5018199411' 'A5008719786'],2015
W1967953444,I172901346,['A5053609123'],2015
W2803690745,I172901346,['A5040457452'],2018
W2744990311,I172901346,['A5053351584' 'A5077707754'],2017
W2221399061,I172901346,['A5090626600'],2015
W3153730537,I172901346,['A5000270191' 'A5091108959' 'A5036270469'],2021
W3154171167,I172901346,['A5003024384' 'A5017657220' 'A5091108959' 'A5039702604' 'A5103116010'],2021
W4322712378,I172901346,['A5028939561'],2022
W4322775188,I172901346,['A5069190079' 'A5037145743' 'A5082217661'],2023
W4323025345,I172901346,['A5000280025'],2023
W4403492248,I172901346,['A5033491374'],2024
W4403548802,I172901346,['A5064739844' 'A5114325677'],2024
W4403564694,I172901346,['A5090630179' 'A5095904871' 'A5095904870' 'A5036213966' 'A5054492993'],2024
W4404801658,I172901346,['A5003024384' 'A5033307609' 'A5022742939' 'A5019246646'],2024
W3026713725,I172901346,['A5011116788' 'A5072208530' 'A5063306956'],2020
W3029371644,I172901346,['A5025565201' 'A5030823821'],2020
W3044767112,I172901346,['A5003585131'],2020
W2884758100,I172901346,['A5106129387' 'A5012624876'],2018
W4383906054,I172901346,['A5045525777'],2023
W2971265263,I172901346,['A5047934542'],2019
W4310505096,I172901346,['A5049152310'],2022
W2948725039,I172901346,['A5062484920' 'A5064187808' 'A5051559726'],2015
W2949752230,I172901346,['A5026091846'],2018
W2188267944,I172901346,['A5047024716'],2015
W2207912261,I172901346,['A5060472229' 'A5065425771'],2015
W3176853362,I172901346,['A5062076798'],2021
W3196180218,I172901346,['A5065316896' 'A5007202775'],2021
W4210753124,I172901346,['A5015867111'],2021
W4223996494,I172901346,['A5005775888'],2022
W3185580302,I172901346,['A5080147939' 'A5045953914'],2019
W4214763179,I172901346,['A5079760130'],2021
W2998705115,I172901346,['A5064529000'],2020
W3005907801,I172901346,['A5087044944'],2020
W3023973746,I172901346,['A5030396419' 'A5017579843'],2020
W3042808506,I172901346,['A5072654278'],2020
W3082487121,I172901346,['A5007037773' 'A5040954113'],2020
W3094326858,I172901346,['A5080763429'],2020
W3115232931,I172901346,['A5085751489'],2020
W3116015578,I172901346,['A5078478874'],2020
W4313242822,I172901346,['A5025972279'],2022
W3196571789,I172901346,['A5002492418' 'A5074841946'],2021
W3198297283,I172901346,['A5002932231' 'A5042724417' 'A5007659009'],2021
W2740568977,I172901346,['A5044975703'],2017
W2962963118,I172901346,['A5032440061' 'A5008312199' 'A5105700928'],2015
W2970617049,I172901346,['A5078134916'],2019
W2971524011,I172901346,['A5088705395' 'A5082554217'],2019
W3106624058,I172901346,['A5084143351' 'A5066188918'],2020
W4390227827,I172901346,['A5022688320' 'A5090448794'],2023
W4392551894,I172901346,['A5018093204'],2023
W4392568758,I172901346,['A5076472537' 'A5083899845' 'A5081722806' 'A5039225077'],2023
W4392895395,I172901346,['A5003719850' 'A5101640235'],2024
W4393126390,I172901346,['A5007324060'],2024
W4381743713,I172901346,['A5092244364' 'A5087842724' 'A5042569958'],2023
W4385580406,I172901346,['A5058530409'],2023
W4385654311,I172901346,['A5029358174'],2023
W4306290661,I172901346,['A5053441555'],2022
W2779205894,I172901346,['A5018067097'],2017
W2793521561,I172901346,['A5076989616' 'A5044682916'],2016
W2172695648,I172901346,['A5021485730' 'A5091336917' 'A5006411118'],2015
W2339551775,I172901346,['A5062882228' 'A5069913825' 'A5004821655' 'A5020976765'],2016
W4321462682,I172901346,['A5023414595'],2022
W4321462726,I172901346,['A5004993866'],2022
W4323663210,I172901346,['A5078829770' 'A5057732267' 'A5055324737'],2023
W4401453091,I172901346,['A5103139331' 'A5057732267'],2024
W4402054467,I172901346,['A5106843682'],2024
W4402131356,I172901346,['A5105104496'],2024
W4402300794,I172901346,['A5094363162' 'A5112576925'],2024
W4401333821,I172901346,['A5054403686' 'A5075850102' 'A5104022806' 'A5040735002'],2024
W4313575249,I172901346,['A5086988405' 'A5066262051' 'A5034394479' 'A5024675559'],2023
W4366167721,I172901346,['A5083226407'],2023
W4398137545,I172901346,['A5044361599'],2024
W3046495571,I172901346,['A5021216720'],2020
W3080713328,I172901346,['A5051905620'],2020
W3083504448,I172901346,['A5037145743'],2020
W3087639302,I172901346,['A5060809522'],2020
W3090648754,I172901346,['A5048101105'],2020
W3091157850,I172901346,['A5068195618'],2020
W3095795041,I172901346,['A5045953410'],2020
W3097521672,I172901346,['A5059867698' 'A5052624413' 'A5012564024'],2020
W3107120192,I172901346,['A5040521007' 'A5071744580'],2020
W3110760334,I172901346,['A5069174347'],2020
W3110923238,I172901346,['A5054738334' 'A5034661374'],2020
W3116988399,I172901346,['A5077448298'],2020
W3117355290,I172901346,['A5029124154' 'A5026050333' 'A5020214916'],2020
W3118886656,I172901346,['A5015684030'],2020
W4313485446,I172901346,['A5028750791'],2022
W3190614905,I172901346,['A5002499751'],2021
W4388942723,I172901346,['A5028750791'],2023
W2804947155,I172901346,"['A5107901473' 'A5029089757' 'A5024950809' 'A5071160455' 'A5071092317'
 'A5008312199']",2019
W1804257141,I172901346,['A5060377262'],2015
W2690491750,I172901346,['A5090027546' 'A5006629535' 'A5036614652' 'A5040260117'],2017
W4242894710,I172901346,['A5077826899'],2021
W4395692918,I172901346,['A5011504945' 'A5009381208' 'A5078814488'],2024
W4396233687,I172901346,['A5064597433' 'A5073353012'],2024
W4396843170,I172901346,['A5087492961'],2023
W2811073394,I172901346,['A5040521007' 'A5059892544' 'A5041211267'],2018
W2366749152,I172901346,['A5055555751' 'A5064500839' 'A5082981302' 'A5035961413' 'A5015280109'],2016
W4380185293,I172901346,['A5035380364'],2023
W4385219762,I172901346,['A5071957460'],2023
W4392032688,I172901346,['A5069283769' 'A5072374592' 'A5090960041' 'A5050889083'],2024
W4392051785,I172901346,['A5020778025'],2024
W4394061706,I172901346,['A5022789786' 'A5108920260'],2024
W4294686687,I172901346,['A5077991370'],2022
W4295239690,I172901346,['A5063544639'],2022
W4388823738,I172901346,['A5044281485'],2023
W4390353741,I172901346,['A5021696330'],2023
W4393228322,I172901346,['A5094259477'],2024
W4393242037,I172901346,['A5045871824'],2023
W4393242875,I172901346,['A5048336380' 'A5085691989' 'A5026879622' 'A5055415360'],2023
W4393889395,I172901346,['A5091394638' 'A5058551285'],2017
W2883259389,I172901346,['A5076765056'],2018
W3133752339,I172901346,['A5052182867' 'A5002615729' 'A5021360209' 'A5075974018'],2021
W4320148353,I172901346,['A5007314662'],2022
W4327661475,I172901346,['A5090800518'],2023
W4362572089,I172901346,['A5007468494' 'A5005007948'],2022
W4367337230,I172901346,['A5015041480'],2023
W4382278679,I172901346,['A5068366784'],2023
W2520090364,I172901346,['A5047874759' 'A5081546873'],2016
W3088067478,I172901346,['A5044354821'],2021
W2915399620,I172901346,['A5106439960'],2018
W2059990446,I172901346,['A5028804201' 'A5030418645' 'A5109072646' 'A5086630152' 'A5055135577'],2015
W2771631038,I172901346,['A5025516565'],2017
W2904853314,I172901346,['A5075330086' 'A5020500044'],2018
W2949344155,I172901346,['A5045311435'],2019
W2980586317,I172901346,['A5034562080'],2019
W3087355062,I172901346,['A5019942520'],2019
W3092298196,I172901346,"['A5026222001' 'A5047588319' 'A5054916688' 'A5028553625' 'A5018735847'
 'A5072986510']",2020
W4280547071,I172901346,"['A5029358482' 'A5067957856' 'A5065601132' 'A5053290910' 'A5085929652'
 'A5053163108']",2022
W4283783746,I172901346,['A5051813174'],2022
W4288873962,I172901346,['A5054780151'],2022
W2953056575,I172901346,"['A5081836145' 'A5103346379' 'A5089502574' 'A5049627398' 'A5041171987'
 'A5046383624']",2019
W2964439238,I172901346,['A5110628701' 'A5090154560' 'A5010946533'],2019
W2984510599,I172901346,['A5080768300' 'A5065009192' 'A5074822203' 'A5061206344'],2019
W2998081230,I172901346,['A5086442195'],2019
W3175649020,I172901346,['A5104274931' 'A5006749489'],2021
W2560935773,I172901346,['A5101045705'],2016
W2413564652,I172901346,['A5076094215' 'A5082951213'],2015
W2489119106,I172901346,['A5022020577' 'A5054137797' 'A5051349692' 'A5043333645'],2016
W2749993665,I172901346,['A5060097932' 'A5027051019' 'A5089166657'],2017
W3038770497,I172901346,['A5083226407' 'A5015597812' 'A5087718829'],2020
W3127631452,I172901346,['A5065009192'],2021
W2768072547,I172901346,['A5034951494'],2017
W2193253143,I172901346,['A5078134916'],2015
W2884148136,I172901346,['A5015453461'],2017
W2914207765,I172901346,['A5060135188'],2017
W2914584340,I172901346,['A5028626299'],2016
W3131831495,I172901346,['A5082301465' 'A5060879572'],2021
W3134708273,I172901346,['A5029190522' 'A5012928448'],2018
W3198914014,I172901346,['A5010392700' 'A5045921703'],2021
W3208450695,I172901346,['A5030728690'],2021
W3208754728,I172901346,['A5058256634' 'A5039089397' 'A5020546924'],2021
W3210459961,I172901346,"['A5067500844' 'A5081181392' 'A5066837973' 'A5035160413' 'A5080464774'
 'A5034562080' 'A5032882074' 'A5084990585']",2021
W4242333461,I172901346,['A5059185689'],2021
W3151825816,I172901346,['A5003238694'],2017
W4220800525,I172901346,['A5052199905' 'A5033723699' 'A5072654278'],2022
W4221129511,I172901346,['A5030229683'],2022
W4280541718,I172901346,['A5063940980'],2022
W4306958352,I172901346,['A5020727581' 'A5073353012' 'A5042009224'],2022
W4239667270,I172901346,['A5061091796'],2015
W2804676669,I172901346,['A5065098514' 'A5107252816' 'A5085227127' 'A5048770752'],2018
W4295135944,I172901346,['A5061442351' 'A5010396485'],2022
W4321250416,I172901346,"['A5049458503' 'A5068847009' 'A5055201925' 'A5051728030' 'A5077950322'
 'A5002116243']",2023
W4366312129,I172901346,['A5006164723' 'A5013477405' 'A5039105897'],2023
W4392739863,I172901346,['A5020936199' 'A5001656559' 'A5081306441' 'A5018156525' 'A5035295695'],2024
W4385612730,I172901346,['A5112975167' 'A5058334509' 'A5112610965' 'A5083037087'],2023
W4388558353,I172901346,['A5009209089'],2023
W3170284629,I172901346,['A5069061063'],2020
W3189767272,I172901346,['A5081196393'],2020
W4247394597,I172901346,['A5007319318'],2020
W2475451549,I172901346,['A5050998381'],2015
W2994802570,I172901346,['A5002499751'],2019
W3204438238,I172901346,['A5063985021'],2021
W4393610401,I172901346,['A5032052197'],2022
W4394595526,I172901346,['A5101333417'],2024
W4386782092,I172901346,['A5073358879'],2023
W4362689956,I172901346,['A5045666298' 'A5026879622' 'A5085691989'],2023
W4388626193,I172901346,"['A5063856037' 'A5079889148' 'A5076569605' 'A5052750230' 'A5093025823'
 'A5093025822' 'A5007459886' 'A5086022271' 'A5070606522']",2023
W2529540471,I172901346,['A5019459562' 'A5007172509' 'A5026010145' 'A5085691989'],2016
W2528017500,I172901346,"['A5033523646' 'A5001011772' 'A5068847009' 'A5009913669' 'A5010677488'
 'A5063649629' 'A5022529501' 'A5060972907']",2016
W4233882637,I172901346,['A5018655419' 'A5086293461' 'A5063516440' 'A5019336215'],2015
W2464976050,I172901346,['A5056925733' 'A5027218099' 'A5048894268'],2015
W2467917047,I172901346,['A5035183576' 'A5005671590'],2015
W2492131473,I172901346,['A5066030539'],2016
W2284776634,I172901346,['A5021086681'],2015
W2550548778,I172901346,['A5042252323' 'A5023190963'],2016
W2794363826,I172901346,['A5080270715' 'A5050889083' 'A5034562080'],2017
